x,y,z,category,size
-22.9,-31.28,21.94,D,3
51.9,-16.02,12.93,B,2
21.88,-46.29,83.66,A,4
-40.73,-63.31,2.63,E,4
2.2,99.3,47.17,C,2
29.56,-79.22,-10.87,B,4
65.79,-46.72,23.05,A,3
-16.23,-22.65,-52.66,A,4
43.97,17.55,-57.36,C,1
-68.32,28.9,-18.71,B,1
53.19,-99.12,-51.88,C,1
-10.23,-90.34,-57.82,D,5
-22.71,54.68,69.51,A,5
-88.85,-27.92,-57.99,E,1
0.76,-50.91,38.79,A,5
41.12,93.94,-31.41,C,2
26.69,-85.29,-2.73,A,5
36.17,31.65,-45.53,E,2
42.61,5.91,-10.02,D,5
-72.97,35.26,67.83,E,2
63.07,-94.01,-1.78,D,2
32.04,-93.6,62.01,B,4
-16.13,-50.84,-89.43,B,4
40.7,15.48,-1.16,E,4
-73.77,5.34,-47.72,D,2
11.39,45.28,38.93,B,1
-49.12,3.68,35.54,D,3
-5.66,-28.44,39.41,E,5
-92.23,25.07,24.88,D,1
-0.13,-77.67,36.22,A,3
42.19,94.3,-71.64,B,4
24.24,98.11,45.77,A,4
-3.84,-28.13,-6.55,E,5
-82.06,63.41,96.89,E,2
95.73,8.44,11.59,A,2
-8.68,82.92,-75.78,E,4
43.88,11.03,65.91,D,1
-9.21,88.74,-81.93,C,5
47.21,62.86,86.86,D,5
-40.83,55.71,-48.65,B,5
67.73,-92.08,92.48,B,1
40.4,12.57,37.52,B,5
10.23,55.82,31.45,A,2
68.16,-37.79,-93.13,B,2
-98.94,-92.85,-50.95,E,1
91.7,-37.1,-59.73,C,2
-35.04,40.03,-3.17,A,5
-31.39,-40.43,5.33,C,1
49.04,70.07,90.13,A,4
93.23,21.1,22.11,C,4
83.25,27.97,-93.76,A,2
64.12,-3.71,17.66,A,3
-26.07,-33.23,56.34,C,4
-47.99,10.0,-40.8,B,2
69.06,-97.23,97.25,B,1
-74.94,63.52,-63.6,A,1
-70.62,-49.57,89.7,C,3
53.76,-0.46,-81.63,A,3
-52.06,-73.6,83.2,C,5
-69.34,-82.1,31.28,C,2
-39.69,67.22,-97.72,E,4
80.97,48.98,-66.94,D,2
-94.92,-23.31,83.16,B,5
-1.04,58.97,-83.14,D,2
65.3,-83.35,77.57,C,5
17.34,-44.78,-10.78,B,1
-8.8,1.84,19.61,D,4
42.23,84.9,-40.63,A,5
22.18,-51.44,-59.53,B,3
-93.92,-33.71,-44.09,B,2
6.26,-84.88,37.77,C,4
49.37,-88.32,72.6,E,5
83.53,10.92,50.29,B,1
41.03,26.68,97.79,B,2
-78.03,25.63,85.47,E,5
93.27,-85.66,-98.45,C,3
-70.71,98.61,92.31,C,3
44.42,-91.95,20.26,C,2
-78.73,38.11,44.78,D,2
17.02,-74.28,-59.36,C,4
33.82,99.3,27.14,A,1
-92.61,46.81,81.84,E,2
-34.98,-83.69,45.5,A,1
-52.51,13.57,-95.7,B,5
-4.07,0.36,83.41,D,2
36.65,53.65,36.39,B,1
59.18,-17.3,-12.62,B,2
58.52,10.44,27.98,D,4
-55.37,-46.17,-92.04,C,3
90.1,-27.33,15.22,A,1
-81.32,-32.01,45.67,E,1
-41.08,60.57,-57.08,E,1
66.86,96.55,1.39,D,4
-54.22,88.85,-53.83,B,4
-34.47,-60.71,-15.75,B,1
-52.39,52.56,-61.28,E,5
-67.18,-80.02,-65.22,A,5
-23.03,69.29,25.58,B,2
20.73,21.36,51.9,A,1
-19.54,67.83,-9.32,D,2
-85.69,-30.36,91.95,B,1
-50.71,42.08,72.04,E,3
-54.26,71.84,-84.9,E,2
-62.78,46.29,26.69,B,5
-46.57,-51.15,46.69,B,5
-43.45,34.23,-56.64,E,4
-0.69,48.44,-39.33,D,3
68.12,20.38,5.2,C,4
-36.08,75.56,14.49,D,4
-63.83,1.47,45.59,B,1
45.91,-54.46,33.49,D,5
47.29,-98.58,-21.86,E,2
-96.87,22.07,48.24,E,2
59.68,-1.64,30.56,A,2
50.42,55.82,-61.89,E,2
22.6,50.84,42.31,C,2
37.63,-65.12,12.49,B,3
21.78,-88.38,-30.52,E,5
-12.06,-82.8,24.3,B,1
-56.49,-53.46,-39.11,E,2
-45.83,28.39,30.15,D,2
7.2,-30.72,13.98,D,3
37.0,-45.15,93.32,C,1
-13.77,-16.76,-54.62,C,4
-31.71,-68.46,-0.33,B,1
74.43,58.62,7.41,A,3
15.38,-21.4,47.86,E,3
92.47,26.96,84.19,D,1
-98.27,49.96,20.79,B,4
-73.52,14.36,-11.8,E,3
-85.93,-39.86,5.83,A,5
86.93,-0.12,-29.99,D,5
-33.43,4.51,47.9,A,5
-58.1,-78.74,34.09,D,4
12.27,35.94,-27.61,A,4
42.16,-28.72,-32.53,B,4
-80.28,-16.94,-29.67,E,4
70.1,-89.43,-20.72,C,5
-61.67,46.57,96.44,E,3
-9.93,49.17,80.72,A,5
6.74,89.31,-78.24,D,1
96.3,65.24,-83.26,B,3
-98.04,-43.49,25.66,C,4
80.16,72.1,-17.88,A,3
-14.89,-32.11,-94.4,D,3
39.58,-26.97,9.45,E,2
94.62,18.82,72.57,A,5
71.01,52.4,41.12,D,2
-14.09,-72.53,-68.34,B,3
-12.35,-23.9,88.33,B,5
92.55,-64.5,-40.28,C,1
-14.24,62.66,31.65,A,4
63.07,-99.22,5.46,B,4
3.46,30.13,72.24,A,4
-76.83,26.94,-36.26,A,2
-73.4,-23.15,82.65,A,1
-53.74,86.93,-84.15,E,5
-66.06,50.84,-38.79,B,1
0.32,-94.03,9.94,C,1
-50.78,-14.36,21.53,C,3
17.39,1.24,-27.46,E,5
34.96,98.38,95.57,B,4
25.13,11.85,72.68,A,4
-37.32,-64.13,-93.21,B,3
86.88,59.76,25.45,A,5
-48.31,4.18,0.22,D,3
-23.45,80.88,36.34,B,5
-26.38,-1.34,86.91,C,1
26.46,38.6,-52.08,B,2
79.05,65.08,39.87,C,5
-79.09,66.29,78.84,C,1
13.05,44.15,99.36,C,3
98.72,54.87,73.65,A,4
-92.28,49.18,82.89,B,2
-9.62,17.66,23.11,E,4
28.88,-69.04,-12.39,A,2
91.14,39.8,87.1,A,4
55.83,63.88,68.36,D,1
-38.62,-76.86,-65.64,B,1
7.11,-66.51,71.29,A,2
-98.41,-27.25,73.95,A,5
10.08,89.18,-22.67,A,5
-55.17,-56.3,87.88,C,3
69.65,-54.17,7.79,C,3
-58.8,30.29,22.0,E,4
32.8,-53.15,-47.56,B,2
-20.96,78.88,17.64,A,1
-17.84,18.22,-17.59,E,1
-57.98,76.12,-55.09,E,2
65.25,1.04,8.38,D,2
23.7,29.04,62.51,A,5
-33.65,92.0,-69.1,E,2
-7.85,-43.21,-17.18,D,3
-10.36,84.45,-34.24,A,4
-80.32,66.24,-32.84,E,5
-1.76,-98.04,-67.47,E,4
35.18,-39.34,20.19,C,5
86.95,0.05,-68.68,C,1
11.08,-65.7,71.01,B,4
31.17,-79.84,70.84,B,5
83.24,65.2,-84.78,E,4
37.7,20.77,31.03,B,4
-81.79,-25.8,-73.93,A,5
73.55,27.65,-40.06,B,3
14.34,35.43,-4.27,B,1
27.9,-54.19,83.41,C,5
-67.61,44.9,-2.06,D,2
64.6,-14.25,-92.14,A,2
65.79,-31.81,-41.73,E,3
-90.39,-79.17,-67.89,A,3
-74.32,3.25,13.9,B,1
-90.14,-46.8,30.03,D,2
9.51,66.29,24.61,D,5
-45.51,-85.04,3.01,D,1
73.69,42.32,-67.25,D,4
-39.15,-88.06,89.07,D,4
95.24,46.28,-3.73,C,4
-94.35,49.58,-31.45,E,1
33.45,-91.9,82.84,B,3
91.96,20.11,40.91,C,4
22.6,94.74,85.63,E,2
-98.05,10.55,-89.9,B,5
-67.41,-55.64,-23.12,B,1
-47.52,45.59,59.16,E,5
19.51,-41.55,51.85,E,3
-8.73,-80.83,49.71,A,2
-44.71,42.11,-4.42,A,2
95.3,-76.3,37.18,E,1
-90.4,1.75,-89.17,E,3
45.42,-74.28,-94.66,E,4
-60.98,-27.69,-23.64,B,4
-18.37,-57.16,31.57,D,5
-43.8,81.46,-53.79,A,3
-63.48,43.95,-80.62,E,1
92.13,-86.28,-73.74,B,1
84.7,5.41,-25.28,E,4
91.94,-3.48,72.67,E,1
10.96,-38.63,78.04,A,5
-59.89,-23.27,-79.92,D,5
5.88,-15.01,-13.43,C,5
28.39,55.93,-69.44,A,2
-51.54,67.93,-34.31,A,1
-15.92,4.14,-73.58,E,2
-49.62,-2.69,-86.89,C,2
-55.87,52.04,-24.29,B,2
-21.38,-51.54,-61.7,C,5
-92.39,-86.07,-88.76,C,3
56.68,-37.99,-60.27,A,3
-68.05,-97.67,-69.14,B,3
1.92,-78.16,70.53,D,1
40.97,98.38,8.98,C,5
52.3,-61.99,95.62,E,1
-25.61,-20.86,-66.47,E,1
89.66,45.83,-22.19,B,1
64.49,32.72,42.76,E,5
-49.03,-10.6,65.85,D,4
-88.68,-78.4,-62.7,D,4
2.49,-82.7,0.25,E,4
5.5,-6.64,-53.79,D,5
-67.23,-66.22,-93.32,E,1
17.17,21.88,13.75,C,3
52.75,-79.77,76.97,A,1
-24.02,-3.77,95.68,C,2
1.8,-36.66,82.39,E,3
88.73,-28.69,11.43,A,1
-64.62,79.95,86.09,C,4
43.54,-67.4,-39.75,C,4
-95.44,45.84,-87.0,C,2
12.63,-28.81,-3.09,C,2
60.0,-84.27,-42.84,B,3
-88.0,48.58,-41.03,C,2
-94.09,76.91,33.15,D,4
-84.66,96.67,50.24,B,3
-62.15,77.9,68.67,E,2
72.82,-17.46,8.62,A,2
-58.98,-74.21,-9.36,C,5
84.76,-61.64,51.85,E,5
-15.35,-3.45,19.62,D,2
27.86,52.61,-81.24,B,3
49.64,5.4,-94.28,A,5
68.15,60.39,-70.74,C,3
60.75,-32.19,7.38,C,5
-63.1,-69.17,32.29,C,5
26.9,97.65,96.54,D,4
-33.44,-8.81,-41.42,D,4
-63.16,-75.39,-87.24,A,3
-8.51,-84.41,-23.64,E,3
-83.77,-33.89,85.79,D,2
-51.37,-41.04,62.27,E,4
6.61,-31.77,20.98,A,1
-3.72,99.71,-76.36,A,5
-4.43,-79.44,-95.64,B,1
-12.56,55.99,-47.0,E,4
-19.25,-95.35,28.45,C,5
-66.54,76.13,27.14,E,3
87.82,30.3,-40.46,C,5
66.77,83.4,64.32,C,5
-20.4,-7.01,71.63,D,5
13.36,-4.57,79.53,E,1
24.5,-95.11,60.27,E,4
-34.02,9.06,-44.17,C,1
-90.7,95.59,47.23,E,3
-21.64,-45.31,46.31,C,1
25.92,-94.11,98.37,D,4
-81.95,57.93,-13.43,C,1
-8.08,-11.88,-23.28,A,4
38.41,-58.25,78.78,C,1
94.03,43.16,72.89,B,1
24.65,-80.9,-69.81,B,5
-46.16,20.69,94.92,B,5
-58.45,83.57,-53.55,D,4
-19.8,49.87,-34.2,D,5
30.9,36.91,8.63,B,4
-67.68,-84.94,73.96,A,3
-28.73,72.5,47.84,A,5
10.73,37.8,9.23,E,2
4.14,34.96,-65.53,C,3
-94.43,24.7,53.64,B,2
58.42,-43.74,55.91,D,1
-13.97,-71.8,-49.42,D,3
1.65,67.07,-69.34,B,4
-17.61,35.49,15.58,B,3
-10.87,74.09,-62.68,D,2
21.38,26.32,-55.75,B,5
40.44,74.19,94.98,C,2
-37.12,-91.11,-71.5,B,3
-25.97,38.15,75.51,A,5
-64.51,2.66,-95.92,D,2
-64.3,-54.28,67.94,E,5
-50.51,75.31,80.99,D,4
63.69,-26.9,-68.83,A,2
-97.24,-16.94,-31.12,D,5
88.45,69.14,-1.78,D,2
-47.27,-49.08,-48.44,A,5
-88.1,-86.55,92.0,D,1
-68.98,-89.52,38.4,A,5
-49.83,-73.34,81.15,A,1
80.84,-30.17,-82.43,A,5
58.46,84.16,-74.02,D,2
-9.25,43.68,97.05,C,4
21.86,-72.18,11.73,A,1
-80.69,-80.58,-74.72,D,3
-18.23,53.9,-24.72,B,3
-50.36,-8.77,64.68,A,1
9.42,58.17,-41.52,E,4
9.02,-93.57,-34.1,D,1
47.36,-35.77,-86.57,C,1
55.21,-33.3,39.8,E,4
83.98,-38.05,60.73,E,2
-77.21,-58.24,-64.44,B,5
-59.13,-41.74,3.5,A,2
5.48,-47.55,80.47,A,2
76.91,68.25,58.01,A,5
-21.78,-85.04,25.66,E,3
45.29,18.75,-71.5,E,5
58.18,26.2,53.93,B,4
-34.72,84.05,39.17,C,2
-19.9,-24.1,98.59,D,4
-12.79,-53.18,34.34,A,1
66.89,-48.13,7.49,C,3
7.59,65.16,8.13,B,1
20.27,-21.39,-10.33,B,4
71.14,4.02,65.42,D,4
39.23,22.36,63.7,B,5
-25.63,-24.73,-8.16,D,2
41.72,27.73,-95.62,E,3
-22.01,-33.24,-63.37,A,3
32.93,-71.28,-70.83,A,3
47.12,-61.7,-40.8,D,3
6.46,13.29,-99.94,C,5
-55.01,70.17,-82.68,C,2
68.71,13.94,-96.02,E,2
-12.48,93.44,16.32,C,2
73.92,17.72,-46.08,D,3
-47.85,-77.6,-76.89,C,1
-96.91,-77.26,-13.63,B,1
66.65,-30.77,22.43,A,1
33.77,77.5,-84.57,A,2
52.42,94.48,35.04,C,2
-18.97,34.77,26.12,B,3
-38.25,9.62,-52.15,C,2
83.77,-23.99,-50.88,D,3
9.18,-53.38,-18.94,A,3
46.0,1.96,94.15,E,5
11.36,54.37,50.85,D,2
-97.46,-91.55,-30.47,A,4
-53.83,17.24,24.68,E,5
22.21,-31.95,-21.87,C,2
66.25,-61.72,6.84,A,3
-95.36,-2.41,96.95,A,3
83.92,94.14,44.95,E,4
-32.36,69.01,-7.83,D,4
86.07,-56.27,77.36,C,1
9.86,-96.93,-91.24,C,5
67.32,27.12,14.28,D,5
-69.04,82.71,-94.48,D,3
55.18,-70.13,33.08,C,3
-33.43,51.23,49.26,A,4
-42.1,-20.78,65.13,D,1
-53.55,-54.3,-66.18,D,3
74.43,-13.76,78.73,B,3
18.55,-33.45,90.82,D,1
57.43,52.36,-16.86,D,5
82.47,-71.17,87.4,E,3
-35.6,-68.75,61.68,A,4
5.39,7.65,77.68,E,1
29.41,60.38,14.1,A,5
89.14,-35.59,-57.27,B,4
-67.12,-1.9,31.02,E,3
-22.12,77.48,56.67,B,3
96.04,-26.56,-61.75,C,5
90.99,38.54,46.65,B,2
46.49,59.44,24.29,D,3
-5.69,87.78,-74.55,D,2
-45.99,87.23,94.13,E,2
-84.47,-46.13,41.87,B,4
-2.52,-23.97,71.5,B,1
91.39,2.53,48.21,A,2
31.87,-16.29,-52.67,D,1
-42.08,-11.44,94.0,B,4
43.56,-18.87,68.71,C,1
21.69,36.59,4.8,D,5
63.59,-23.61,-42.99,C,5
33.67,54.08,-35.46,E,1
-16.41,58.36,16.49,B,2
-21.78,-32.96,88.09,E,5
-36.49,88.44,-96.39,C,2
19.46,-0.19,-92.85,D,4
-80.25,-28.4,-49.52,C,1
-90.8,-55.21,45.57,A,1
-49.53,-75.99,89.06,D,3
-55.63,77.97,-77.61,D,1
-89.74,83.08,-45.4,D,2
-96.46,99.49,-94.36,E,1
86.45,52.62,85.19,B,5
16.58,-1.68,77.7,A,2
4.45,28.71,48.59,C,2
36.32,-9.69,25.34,A,1
52.69,-58.84,96.6,D,1
75.68,-97.69,3.97,A,4
-81.63,-47.43,10.69,E,3
-40.71,75.71,-14.02,C,2
14.3,-25.08,8.54,E,5
-30.56,26.25,62.73,A,2
83.55,25.63,39.9,D,5
93.96,-67.44,83.07,A,5
22.24,73.8,58.44,B,2
33.81,-20.33,40.94,A,3
-52.97,8.96,44.23,D,2
75.37,-91.34,-26.34,E,1
-5.66,70.04,-42.23,A,3
47.81,1.21,16.05,D,2
89.58,-98.86,-23.71,C,5
-18.67,90.03,-47.92,B,4
-77.49,-21.67,-72.48,B,2
-4.35,-22.35,-28.98,C,3
56.64,40.98,-35.37,D,1
-87.75,-17.07,21.59,E,1
-74.62,-25.87,48.39,E,4
82.86,48.37,-72.02,A,2
-40.5,13.33,70.78,B,2
46.0,78.07,-20.82,D,1
91.72,51.8,-63.79,B,2
-46.66,6.51,-58.39,A,2
-3.64,77.99,26.35,D,3
-23.16,57.07,17.49,D,1
-60.63,22.06,99.84,B,3
-47.21,89.0,51.76,A,3
-33.36,-92.25,22.55,E,2
-63.16,-62.34,-32.04,C,1
99.49,-90.74,97.09,B,2
15.5,-92.89,-34.64,A,1
-80.25,-40.79,41.55,A,1
-14.04,-67.62,-67.91,B,4
-30.68,54.74,22.3,A,2
-71.06,76.92,-83.83,E,1
-15.36,87.21,11.14,B,3
-28.74,-80.91,-73.31,C,5
64.41,34.64,82.9,A,4
-59.37,45.04,-41.25,D,4
-45.18,55.63,-73.52,E,1
-35.16,17.0,22.42,E,3
19.25,94.85,-5.96,C,2
-14.57,-15.42,-26.73,E,4
54.23,84.91,50.08,D,3
43.11,-28.95,-13.76,B,2
-71.96,34.93,98.25,A,5
81.07,88.32,74.64,C,5
77.51,-78.92,80.64,A,5
96.61,-71.63,-77.74,A,4
19.06,89.83,82.79,E,3
46.63,98.15,24.16,E,5
74.16,-18.7,57.31,C,1
-66.19,-64.44,86.3,D,4
-81.92,-46.38,-53.2,A,1
29.96,65.61,3.94,B,3
-47.21,-10.19,-53.39,D,5
-12.9,-89.02,-46.29,C,2
11.88,-89.42,-1.01,D,5
-43.57,15.73,29.54,C,1
56.81,99.58,25.18,C,4
-34.33,-11.24,20.12,E,2
96.79,10.95,86.6,A,3
49.84,72.77,82.55,B,1
-78.02,-38.26,56.31,C,4
47.17,96.59,-51.55,D,2
-5.87,-15.18,-75.68,E,2
-52.08,-78.8,77.78,E,5
54.88,4.51,22.43,A,3
-94.92,95.99,34.49,B,3
-32.13,-7.56,-1.2,B,5
60.85,-25.48,75.14,D,2
55.74,-35.52,55.29,D,4
-58.64,-85.95,-16.38,A,1
-53.84,67.62,35.66,C,2
-55.37,9.25,13.37,A,5
66.54,67.72,-68.3,E,5
88.64,14.15,27.82,E,3
-89.89,57.34,9.94,C,4
-1.87,34.52,-72.82,B,5
-84.49,-31.56,19.32,C,2
-50.21,-44.69,-4.75,E,5
-55.97,-37.22,-18.73,C,3
-59.45,-2.82,89.51,C,1
75.55,7.55,82.58,D,1
23.7,99.41,-33.31,A,2
81.05,-75.2,-85.03,E,5
5.75,-24.97,-64.99,B,4
-42.73,-79.06,8.65,D,2
63.82,-55.41,94.77,D,5
48.59,-57.52,98.47,E,1
-34.25,99.35,-15.67,B,1
90.64,60.43,5.83,A,5
-5.54,-31.54,-36.46,A,1
-33.27,-48.9,-1.3,C,3
31.09,74.01,-24.65,D,3
-46.1,1.71,-92.81,B,4
-90.52,-71.0,-59.61,E,2
10.52,99.63,-82.75,C,5
65.31,83.68,72.65,D,4
64.09,89.59,-63.34,B,3
-56.52,93.92,75.76,B,5
-82.53,14.63,84.76,D,1
-48.55,89.43,79.81,A,4
-24.48,41.67,31.92,C,4
-78.93,34.25,90.25,B,2
-50.93,95.92,22.62,E,3
-35.74,82.2,-28.35,D,1
1.59,-83.17,46.0,D,5
-4.08,57.87,-64.37,A,5
58.08,-88.97,43.9,A,1
50.1,-22.1,85.5,A,2
-75.0,31.53,-81.58,D,4
69.2,64.94,-99.42,A,2
-93.56,-16.63,-52.1,E,2
-39.57,15.36,61.18,A,1
40.2,81.3,44.43,B,4
-90.11,86.98,61.69,A,5
-29.26,44.23,-18.24,C,2
88.4,84.72,-30.28,D,1
13.3,-51.15,20.11,C,4
80.11,-24.91,75.33,B,2
14.34,-10.71,70.25,C,4
36.3,-45.07,-32.87,C,3
11.64,-88.44,98.14,E,3
-17.21,-62.43,91.15,B,5
-83.79,-22.57,27.55,D,3
37.09,94.49,-74.93,E,2
92.82,-56.92,-10.93,E,3
-67.89,85.29,95.03,A,1
-79.24,-48.33,-27.49,C,5
24.8,-44.21,-38.79,C,1
-98.06,-12.37,-34.69,B,2
-74.69,70.21,68.74,B,4
23.52,81.89,92.24,E,5
88.98,-80.88,26.53,D,1
-42.76,-15.87,95.02,D,1
-56.47,1.38,39.15,C,4
90.33,-19.68,89.53,D,4
42.68,47.47,92.67,A,3
95.71,-99.27,25.11,B,4
-97.73,57.73,29.39,B,4
12.22,45.26,42.92,B,4
-30.89,72.27,46.0,A,5
63.2,-30.12,47.48,C,5
-82.57,-28.66,59.34,E,2
-38.99,-49.28,-64.74,A,5
-45.28,40.67,77.99,A,5
66.25,-90.04,-84.87,B,5
63.43,87.93,-50.97,E,1
-18.69,53.75,-32.81,B,2
-59.48,86.13,72.47,D,2
15.41,-56.33,92.12,A,2
40.43,-22.07,99.08,A,1
-81.36,16.28,-44.15,D,3
-96.89,55.31,89.91,B,4
-57.77,64.27,69.96,E,1
-37.31,0.39,34.8,B,5
90.38,-77.43,39.11,B,5
-40.67,47.86,-30.82,E,4
-54.76,3.87,30.29,C,2
-45.03,76.42,-69.09,A,3
59.61,6.06,-17.56,D,2
-57.6,94.56,95.38,E,1
94.97,-69.95,-14.1,E,2
24.65,64.83,43.92,B,2
53.56,82.92,64.79,A,1
-11.24,70.97,-80.68,B,5
-20.99,52.89,14.7,E,5
5.02,96.14,43.03,E,4
39.15,-14.82,56.41,E,5
37.32,-86.57,-53.46,E,2
17.95,86.28,2.15,E,4
-46.09,-13.53,96.76,B,4
-79.01,-25.96,-5.14,E,3
-6.98,-76.53,48.53,D,5
66.02,-71.12,-48.18,B,3
-79.1,28.58,-75.75,D,3
-56.86,90.38,23.71,E,2
-77.43,51.54,11.61,C,1
25.07,78.56,66.07,B,1
43.06,88.8,90.46,D,1
94.22,-39.19,-23.98,A,1
49.25,85.75,55.39,A,3
-84.31,-13.19,73.94,C,2
71.19,68.7,-81.72,B,3
60.89,49.36,-54.77,E,1
-24.01,-20.77,-2.75,B,1
79.68,-10.03,46.5,C,3
-61.38,-5.04,-71.69,D,4
1.19,3.75,-99.75,A,4
-62.65,-34.03,75.39,B,1
-28.49,91.29,82.56,C,2
35.74,-71.29,26.81,A,5
-63.05,-16.16,94.93,B,5
49.26,-83.97,-54.56,A,2
-82.95,-82.59,28.04,C,1
-30.9,10.05,67.28,E,1
-81.08,55.93,15.15,D,4
-55.85,-90.05,-39.59,C,5
-11.25,99.32,-50.53,D,4
-74.63,-46.77,49.28,E,5
-99.24,16.72,86.89,B,1
-78.18,-73.61,72.7,C,2
-11.41,-56.24,-2.85,E,1
95.27,77.55,7.34,A,2
58.24,-62.92,30.16,B,2
-11.39,6.4,-8.79,A,4
-12.96,-57.55,14.3,A,3
-35.57,68.99,74.55,E,1
-44.0,-93.62,32.07,D,1
16.09,53.24,-43.96,A,2
40.2,-29.79,-51.84,C,3
66.88,99.47,39.48,B,4
34.55,-47.15,-16.42,A,5
-89.34,89.82,-85.54,A,1
-4.11,34.19,-52.18,E,1
-37.36,-90.56,-78.43,A,5
29.8,-75.6,99.07,A,5
-54.13,93.58,-85.59,D,5
8.9,13.79,43.52,D,5
-77.09,12.17,-10.98,D,1
33.55,7.93,-83.1,A,4
91.89,-95.63,57.08,E,2
-65.6,-4.79,38.58,D,5
-65.6,-23.45,-86.15,E,2
88.44,8.38,-53.57,A,5
-11.74,-72.97,53.06,D,5
-16.55,45.59,-75.9,D,2
-39.04,-49.52,17.81,A,4
-31.3,-88.65,-99.23,E,4
-42.98,97.82,-78.11,B,4
-43.24,77.2,95.47,C,2
-55.36,58.68,-63.29,C,5
-47.72,8.48,9.62,D,4
45.38,14.75,61.91,C,3
-39.89,39.43,-74.98,E,1
20.2,91.71,78.43,A,5
-99.68,2.7,68.75,A,4
-33.92,34.58,16.62,D,1
31.19,73.69,59.0,A,1
92.43,-19.47,-28.43,C,2
40.16,90.04,-63.37,D,3
-18.49,-12.29,69.64,A,3
-36.44,72.28,87.94,C,1
-88.76,52.56,10.23,A,2
-52.83,-57.37,93.12,D,2
7.34,42.46,-97.56,B,4
85.62,81.16,-95.36,D,1
-65.24,-0.37,-23.56,D,3
21.75,91.33,69.31,C,4
-24.01,42.81,-75.94,D,1
72.16,28.23,-81.87,D,1
45.43,-53.19,77.82,D,2
-42.76,32.5,92.45,A,2
-50.84,93.04,-67.51,D,1
18.96,42.53,-64.01,B,1
-15.3,71.34,-58.84,D,3
8.12,78.7,6.53,D,5
15.02,75.47,42.8,B,5
-23.47,-36.55,11.74,C,5
23.25,88.78,35.14,B,4
-56.72,10.36,-34.73,C,3
97.39,-62.62,-19.71,D,5
41.83,-87.42,-13.56,D,1
61.04,-63.69,67.52,D,1
33.91,1.77,-30.27,C,5
34.23,66.43,-68.08,E,5
3.72,-89.67,-66.78,B,4
-29.54,-63.15,60.61,B,2
40.37,-55.25,89.04,B,4
79.8,-85.24,-42.68,C,4
85.17,78.39,-87.8,B,4
49.11,-58.45,-61.37,D,4
75.84,67.22,-54.72,E,4
31.28,83.2,89.94,E,3
79.64,13.19,47.75,B,1
52.64,39.99,-26.36,C,4
15.8,-90.76,-71.53,D,5
48.04,19.25,-24.85,B,3
89.79,-70.02,65.36,B,2
-66.36,63.46,61.84,C,1
-3.19,0.28,54.1,E,3
70.42,11.63,90.57,E,2
37.57,99.94,-23.26,E,2
20.92,41.89,36.59,D,1
88.44,-93.4,30.78,D,1
-41.48,59.18,56.36,E,4
20.38,33.41,-36.71,E,1
55.07,3.87,32.51,C,1
-51.66,81.26,35.79,B,1
-55.47,-90.4,-30.41,D,5
-52.32,-85.72,-31.21,A,1
87.93,-80.9,-91.11,D,1
35.88,-19.02,37.55,C,1
-47.28,39.16,-7.22,C,2
35.86,12.9,-20.96,C,4
10.53,-66.62,32.47,E,4
70.96,-54.36,-16.3,B,5
-20.96,77.95,5.01,C,2
-56.1,96.65,-28.76,E,4
-91.67,7.39,-72.65,B,3
-86.64,-66.72,90.06,D,4
81.19,54.54,-82.66,B,4
-43.42,-93.37,32.73,C,5
97.3,-28.06,-63.05,C,4
60.04,14.51,37.2,C,3
-51.1,94.36,79.8,B,2
-43.98,8.34,8.83,A,1
86.77,-82.06,16.93,A,5
29.85,-48.1,-79.29,C,2
51.48,-54.46,-19.67,C,2
-31.85,-9.86,-90.64,C,5
49.16,42.82,-36.39,C,1
37.31,59.45,-1.05,C,4
-67.38,-10.86,38.67,D,2
8.17,-30.85,-70.7,C,2
-95.36,52.76,20.72,C,2
10.56,82.3,95.95,B,3
8.75,46.24,16.83,A,2
41.71,-73.52,43.19,C,3
94.7,-96.77,-29.03,E,3
-48.09,-94.42,8.01,A,1
-73.78,19.86,14.91,B,4
4.16,-91.74,21.0,C,3
-5.94,50.08,43.52,C,3
-52.43,-47.84,69.96,E,5
39.47,-67.07,10.63,E,3
55.67,-10.17,72.06,B,5
45.41,-61.06,54.45,B,2
48.09,80.7,-37.65,E,1
-82.85,97.53,-46.28,D,4
80.01,-68.59,4.63,C,4
-29.31,-36.41,-77.82,C,3
-41.8,65.99,33.43,E,5
6.44,-66.37,62.81,A,1
-16.36,-41.91,-27.09,B,2
-42.22,49.47,11.51,D,1
-61.34,-87.73,32.82,E,4
50.09,-7.79,-95.21,D,2
-92.44,-18.72,57.07,E,2
-4.22,28.93,-70.34,B,3
44.93,-66.02,-72.77,E,2
49.35,50.46,35.01,A,3
-40.16,-20.89,-26.73,E,1
20.1,-7.96,-69.48,C,4
-7.17,91.5,-83.19,C,3
-54.98,-20.4,-5.39,B,5
47.56,-18.4,12.24,E,1
52.66,61.17,69.01,C,1
67.3,-92.98,20.94,B,5
-12.32,-1.89,88.76,C,4
-75.1,6.28,70.39,C,3
-31.86,30.15,8.32,B,5
37.97,-82.8,61.6,E,1
65.13,2.28,89.13,E,2
39.44,17.56,1.97,C,3
98.16,33.44,9.2,A,3
94.98,82.55,-55.24,D,4
3.93,-42.33,9.75,E,2
28.3,85.07,-27.04,C,3
-10.29,4.45,8.6,D,3
41.57,87.2,66.74,A,2
